actual,predicted,test_id,text
depression,anxiety,218,"i took out the trash, did some laundry, and cleaned part of my room this morning."
none,ptsd,223,i live in bihar and i’m terrified
depression,adhd,225,have you ever felt that some people's lives were predicted to be great but your life not?
adhd,none,227,why is scrapping everything and starting over such an uncontrollable urge?
adhd,depression,233,arguments/debates are the bane of my existence.
anxiety,adhd,235,i got an internship!
ptsd,anxiety,237,how do you guys calm down after a panic attack
ptsd,adhd,238,i’m so so proud of my friend but i don’t have anyone to gush to about it. there is always hope
bipolar,none,239,"was diagnosed yesterday as type ii, and now things make sense, but are also scary?"
ptsd,depression,243,randomly uncomfortable
anxiety,adhd,248,just got hired!
ptsd,depression,250,how can i accept the fact that nobody cares about me?
bipolar,depression,252,my new cat
anxiety,depression,254,dear you
bipolar,ptsd,256,working
adhd,depression,257,""" if you cared than you wouldn't have forgot """
none,adhd,258,curious about phone calls habits
bipolar,anxiety,259,"my mind races but the body, it won't get off the couch"
bipolar,anxiety,262,can we share some success stories?
bipolar,adhd,264,dbt day one - radical acceptance and healthy distraction
ptsd,bipolar,271,just want to celebrate
depression,anxiety,274,"am i alone in thinking that there are a lot of creepy, unethical, and just plain weird therapists out there?"
ptsd,bipolar,275,[tw: suicide] a week in the psych ward. anyone else here spend time in one?
ptsd,bipolar,276,binge eating
ptsd,bipolar,279,i can’t believe i lost her.....
ptsd,depression,283,"i participated in two wars before i turned 21, but that's not why i'm here."
depression,ptsd,284,anybody else feel like their losing their memory?
adhd,bipolar,287,stimulation overload = irritability
none,adhd,290,bon iver nyc sold out in 10 seconds
anxiety,adhd,295,til: sitting still a lot = more anxiety
bipolar,depression,303,i slipped
depression,anxiety,305,it’s crazy how lonely we all feel in a world where instant communication is so common.
anxiety,depression,307,does anybody else convince themselves that the at all anymore or participate in conversations
bipolar,adhd,308,"hmm now i'm 100 pounds, even though i never exercise. hyg too into my projects and impulses to remember to eat..."
anxiety,depression,312,does anyone else just sit there before work starts..
ptsd,anxiety,313,just bought another weighted blanket-just wanted to share the deal i found.
adhd,none,317,olympic gold medalist simone biles has sen taking medication since she was a kid!
bipolar,none,319,trying to resist the urge to empty my bank account and fly off to a different country
anxiety,depression,324,have you ever self-sabotaged your own happiness?
depression,adhd,325,"after 2.5 years unemployed, i’ve finally landed myself a job!"
bipolar,ptsd,330,i'm about to lose myself. i don't know if i can do this again [trigger warning]
anxiety,depression,331,can someone make me (21f) feel better? i feel humiliated :(
ptsd,bipolar,333,my son was hospitalized last night
ptsd,depression,336,i'm afraid of fully confronting my childhood experiences because i'm afraid of experiencing a psychotic break
anxiety,depression,337,"ever loved someone so much, it makes you sad and anxious?"
none,adhd,340,i can't find an explanation for this
bipolar,adhd,342,"challenging the negative self thought ""i am a failure."" do it with me?"
bipolar,adhd,344,i cleaned my room and did my laundry! 😃
depression,anxiety,348,held a gun to my head last night. still have it sitting beside me.
none,ptsd,362,"phish did not repeat a single song dure music lovers, how impressive is this?"
bipolar,depression,365,i had two beers last night and lost my damn mind
ptsd,depression,369,anyone else had to resort to online education or quit college because they cant concentrate in traditional classrooms?
bipolar,adhd,372,i just found my old bowl &amp; a bag of blow... i don’t even want it
anxiety,depression,378,does anyone struggle with needing to be every type of person?
ptsd,bipolar,382,i slept great! (first time in a while)
depression,adhd,384,these random spikes of happiness and hope really fuck you up after. nothing matters now.
adhd,ptsd,386,i despise the fact that in researching ming about purposely get meds to abuse it.
bipolar,ptsd,388,"good changes, and yet..."
anxiety,depression,389,"does anyone else find suicide comforting in the, “well, if it gets worse i can always kill myself” kind of way?"
anxiety,bipolar,392,just a thank you to a kind stranger
depression,adhd,394,got an email from the college i applied to that i was accater saying that email was a mistake and i didn't get in.
adhd,ptsd,399,how do you manage remembering to text people back?
ptsd,anxiety,403,pretty extreme anxiety lately.
bipolar,adhd,404,do you have ten minutes to take part in a reseapresented in my sample but anyone can take part.
anxiety,adhd,411,are you ok? leave your user name and i'll check in on you at least once this month and ask you how are you going.
adhd,bipolar,412,psa: for people in the us
depression,bipolar,414,sitting in hospital with my suicidal son
ptsd,adhd,420,no one will give me my meds
depression,adhd,423,i washed and folded my laundry today.
ptsd,depression,424,i cried several times today
bipolar,anxiety,427,being attracted to your therapist is weird
bipolar,adhd,428,update: been declared fit for work and all cleared to start my new job!
bipolar,anxiety,432,have you ever had trouble with perception of time?
ptsd,depression,444,self sabotaging?
depression,adhd,445,failed 2 classes. now i’m on academic suspension.
none,adhd,448,i arrived in japan with only $6 in my pocket and survived an entire day
ptsd,bipolar,449,our demons.
bipolar,depression,452,fuck this shit.
anxiety,adhd,455,i'm so tired of people and human interaction
adhd,anxiety,456,"people sceptical of my diagnosis because i'm ""successful"""
bipolar,depression,457,i've decided i'm going to nursing school.
ptsd,depression,468,a guy who assaulted me five months ago kissed me last night
bipolar,adhd,470,my book that i have finally finished writing.
bipolar,depression,477,is anyone else basically non-functioning at the moment?
anxiety,depression,480,2020 has destroyed my progress and it sucks.
depression,bipolar,484,music is keeping me here
anxiety,adhd,486,"just lurking here helps me a lot, thank you."
adhd,bipolar,487,"why can't i do ""unhealthy"" stuff responsibly?"
anxiety,adhd,490,i can't comprehend how people make friends
bipolar,anxiety,492,i have a new job! my thoughts on setbacks and perseverance
anxiety,adhd,494,the media is profiting off people like us
bipolar,depression,495,no symptoms before my twenties
bipolar,depression,500,what do you wish you could have told your newly diagnosed self?
depression,anxiety,504,i'm winning this battle today
anxiety,adhd,516,i just wanna tell you guys thank you.
bipolar,anxiety,519,i didn't know how bad things were until i had to fill out disability paperwork
ptsd,depression,521,i hate everything
adhd,depression,528,i cleaned my room and holy shit!
bipolar,anxiety,531,i begin ketamine treatments in a few hours. i'm a little nervous.
anxiety,depression,532,i dislike it when someone asks me to take off my sunglasses for their convenience
adhd,bipolar,536,meds helped me realize a lot (success story)
ptsd,bipolar,537,my story is a little different...
none,bipolar,541,books for undergraduates
depression,anxiety,542,have you ever gotten used to being alone then when ls like life just pulled the rug out from under you?
bipolar,depression,543,i’ve noticed spring/summers on this sub bring out some nastiness
anxiety,adhd,545,realising how far i've come
anxiety,adhd,553,"wow. 30 minutes on the treadmill just brought my anxiety down from a ""8"" to a ""2"" on a 1-10 scale."
bipolar,ptsd,555,keep getting impulsive rapid thoughts when i'm alone. (nsfw)
depression,adhd,560,i've skipped work and laid in bed for 3 no motivation to get up in the morning.
bipolar,ptsd,566,therapy during episodes. what do you do and is it helpful?
ptsd,anxiety,567,i visited a psychiatrist today for the first time.
none,bipolar,569,185
bipolar,none,572,social media?
ptsd,anxiety,574,i just want to thank you all
adhd,bipolar,576,difficulty expressing emotions?
none,depression,583,fuck your mother fucking ivory towers
depression,anxiety,585,i asked a girl to be my girlfriend today
depression,adhd,588,i feel like a sim
bipolar,ptsd,590,work?
bipolar,depression,591,anyone in boston want to meet up?
ptsd,depression,592,anyone else live an almost entirely solitary life?
anxiety,adhd,595,i'm 18 and i feel awful unless i'm drunk or high
none,adhd,599,girl talk mashups introduced me to a lot of my favorite hip-hop. is there anything these days that can provide the same service?
ptsd,anxiety,600,does anyone else get persistent tremors at rest?
ptsd,anxiety,601,cbd oil feels like a miracle
bipolar,anxiety,605,i feel like i ruined my life before it even began. anyone relate? advice?
adhd,depression,607,"finally diagnosed, apparently im not a lazy failure and i cleaned my room and"
anxiety,bipolar,610,life update.
bipolar,anxiety,613,my husband is amazing
none,ptsd,617,i went on a solo motorcycle ride from tamil i'd like to share some pics with you folks!
depression,adhd,622,"""you are worth it"", ""you're beautiful"", ""you are loved"", and other generic ""uplifting"" messages"
depression,adhd,626,"you ever laugh and think ""wow i haven't felt that in so long"""
bipolar,anxiety,629,an ode to the dirge
bipolar,adhd,631,i did it! passed my exam.
bipolar,none,636,"""out of the woods"""
anxiety,adhd,637,my phd study is finally over
ptsd,anxiety,640,i often can’t sleep when my husband is home without a sleep aid. i wonder if i’m not really past a fear of men.
bipolar,adhd,641,first try at spoken word writing...
bipolar,ptsd,642,on feeling broken and undeserving of romantic love
bipolar,depression,643,thinking you are “all better now” on an up cycle is lying to yourself
bipolar,adhd,644,i was doing well till...
depression,adhd,653,"when i have nothing to do, i get bored. when i haveound other people, i get nervous and self-conscious."
ptsd,anxiety,656,anyone feel shame when opening up to friends?
ptsd,anxiety,657,does anyone get super overwhelmed over small things?
ptsd,adhd,659,i cry whenever we raise our voice at our daughter
bipolar,adhd,661,"back on meds. oh, my god, there's so many."
bipolar,depression,662,fun fact: don’t go on mental health so subs and expect them to be nice like your own so.
adhd,ptsd,668,terrifying
ptsd,depression,672,i finally decided to live.
ptsd,bipolar,674,friendly reminder that irregular periods can be a physical symptom.
bipolar,none,675,aripiprazole (abilify) - worth it?
adhd,depression,679,"do any of you ever fear people might thin anything, even things you actively enjoy?"
depression,anxiety,681,who else is goes to a fast food restaurant just to find a reason to get out of the house for an hour
bipolar,adhd,682,do you believe you’ll be on meds for the rest of your life?
adhd,depression,683,my wife and i made a bad choice
none,depression,684,police harassed me for just sitting in car with my girlfriend
anxiety,depression,687,"notice that in this moment, you are basically alright"
anxiety,bipolar,688,"ironically, making posts or comments on any sociaanonymous)—never mind making comments in real life"
anxiety,depression,692,can someone wish me a happy birthday?
bipolar,none,693,what do you say when you get to the e.r.?
anxiety,depression,694,need someone to talk to?
adhd,depression,698,i burn out and melt down every couple of months.
bipolar,depression,704,i think going through years of therapy has ruined my ability to fantasize
anxiety,ptsd,705,my 5 year journey of agoraphobia
bipolar,depression,707,i'm seriously losing it.
adhd,depression,713,"i wrote a loooong comment in reply to someone askingave to let this off my chest, so i'm leaving it here."
ptsd,depression,725,you know what i hate???
anxiety,adhd,727,weekend's over... time to go to work...
none,adhd,728,"whats a nicer way to say ""you shouldnt worry about my marks, just focus on your own"""
adhd,depression,734,i wish i could just grab all of you and move to another planet
bipolar,anxiety,736,wooooo i did it!
ptsd,depression,737,"feeling like there is a sign on my face that says ""vulnerable"""
bipolar,none,738,how many times do we deserve to ask for help?
bipolar,adhd,746,bipolar and adhd *update*
anxiety,ptsd,748,please stay off the news
anxiety,none,752,"i'm not afraid of being on an airplane, i'm ae plane. please help. my flights are tomorrow."
anxiety,adhd,754,i'm on a fucking roll!
bipolar,anxiety,758,had a fun conversation at a bar
adhd,anxiety,760,i've lost my doormat.
anxiety,ptsd,765,depersonalization/dissociating?
adhd,anxiety,766,waiting for people to stop talking.
bipolar,anxiety,767,wife gave me divorce papers tonight. i'm completely heartbroken.
bipolar,adhd,768,my meds work well: a story in how i can’t stay up late any longer.
adhd,depression,769,help with teeth?
adhd,ptsd,770,interview for dream job in one hour. wish me luck!
adhd,anxiety,771,finish it friday
anxiety,ptsd,775,motivational speakers: do they upset anyone else?
bipolar,ptsd,778,i feel like i’m losing it
depression,ptsd,780,hi
anxiety,depression,791,i finally went back outside
adhd,anxiety,792,i don’t know any of you but i feel like you’re all my friends.
bipolar,adhd,798,lpt: check your medbox to make sure you took *all* of your meds
anxiety,adhd,800,just completed a task i've been avoiding for months!
adhd,bipolar,803,dating experiments: a report on the latest failure
ptsd,none,808,a strange and perhaps interesting question
bipolar,anxiety,810,does anyone else have the most awful time choosing words wisely during conversation?
anxiety,bipolar,811,"after years of not working and being in a dark place, i'ed advice and kind words to get me through the first day."
depression,bipolar,812,dae feel worse because they don't make money/have a job?
bipolar,ptsd,815,"craving alcohol, please tell me no"
bipolar,depression,817,"my big sis tried to console me by saying, ""stop being so sad."" she mean don't think i can ever do that for her outside of hiding ""the sadness."""
bipolar,adhd,825,my meds make me drunk and i drunkenly fell down the stairs
bipolar,depression,830,i went on a date!
bipolar,adhd,833,stupidly didn't take my meds for 2 days and am paying for it.
none,adhd,837,"so it turns out atms have been intentionally kept dry to force people to ""go cashless"", because that's what modi ji wants"
ptsd,adhd,843,"is pressure to ""recover"" making you worse ?"
anxiety,ptsd,845,should i be worried? nsfw
ptsd,anxiety,846,didn't realize how much i was numbing and escaping emocess is hell but i've already started to regain my life
bipolar,ptsd,850,i can really use some encouragement right now.
bipolar,adhd,852,im ready!!
ptsd,anxiety,853,dae have really bad disassociation after panic attacks.
anxiety,none,854,"""hiding"" from work? need advice before career implodes"
anxiety,depression,855,i like being with one person. i'm frienis gone when there are multiple people.
adhd,none,856,two words.. noise. sensitivity.
none,bipolar,858,system of a down
anxiety,bipolar,859,"i actually did it. found an amazing new job in ahouse, turned on utilities, and scheduled movers."
none,bipolar,863,i have aspergers and want to fly out to see my long distance boyfriend think things. i’m wondering if you people can give me tips about flying?
ptsd,anxiety,866,i am not ok
adhd,depression,868,my wife is insanely needy.
bipolar,depression,869,thank you all for caring last night. i’m alive and i’m safe.
adhd,anxiety,870,go downstairs to get water...
anxiety,ptsd,874,does anyone else get dizziness and vertigo?
anxiety,depression,877,is it 'selfish' to not want to celebrate birthdays and holidays
ptsd,bipolar,884,how does everyone hold a job?
anxiety,ptsd,886,lpt: slow the fuck down.
depression,ptsd,888,so sick of hearing “you need to go out” and “put in some effort”
depression,adhd,889,feeling pretty blue and just wanna say hi and send some love to anyone else feeling blue
depression,anxiety,897,why do parents care more about school work than your mental state?
anxiety,ptsd,899,chest pounding all day everyday
adhd,depression,900,"i know that the future is coming, but i don't believe it."
depression,bipolar,902,do you guys question wether or not your actually depressed?
bipolar,ptsd,903,anyone here have problems with memory?
none,adhd,904,"with 2017 so fresh, here's an idea i stole from my gf that she's been doing for years. i recommend it!"
anxiety,ptsd,907,had a panic attack. inadvertently scaren. i've never been so humiliated before.
anxiety,depression,909,i got a job today
depression,anxiety,920,does anyone else feel worse after having a good time?
depression,none,921,"one of the most annoying thing about mentauffer from it, even when they know you do."
anxiety,bipolar,923,anxiety sky high during quarintine
bipolar,ptsd,924,filmmaker seeking advice (mod approved)
adhd,depression,935,i feel like i’m “retarded” sometimes.
bipolar,adhd,939,"forgetting how to speak correctly, or at all."
ptsd,adhd,940,i use cheap bluetooth led lights to help regulate sleep. it is amazing.
ptsd,anxiety,941,i got a phone call today and im getting a call to sort out a counsellor
bipolar,adhd,942,do you notice patterns?
depression,adhd,943,my marriage evaporated in an instant
ptsd,depression,945,this is embarrassing (long)
anxiety,adhd,950,guys... i just did two things i never thought i'd do in a hundred years.
adhd,bipolar,955,inability to focus whilst having sex?
none,depression,961,dont be that tourist.
depression,anxiety,964,ever just feel like randomly crying?
bipolar,depression,971,does anyone get in depressions so low that you feel like you are practically evil from all the guilt and stuff that you feel?
adhd,ptsd,973,possible cleaning tip
anxiety,depression,983,does anybody have this same weird problem after waking up around 3-4 am?
anxiety,ptsd,986,how to deal with the fear of your spouse dying
adhd,bipolar,987,vent about being a woman and not being diagnosed d:&lt;
anxiety,ptsd,989,anyone else wake up feeling nauseous?
adhd,ptsd,990,"people are jealous of my accommodations, they don’t understand how deprecating it can be."
anxiety,depression,991,"succes! i passed my english class, the first thing i've completed in 7 years!"
depression,none,996,my colleagues have photos of their teena i have screen caps of world of warcraft.
none,ptsd,1004,are you cold?
bipolar,ptsd,1009,think i'm starting to feel better
none,anxiety,1014,i think dick cheney has secured himself as the worst vice presiwn lies about it and as both ethically and practically dangerous
depression,bipolar,1016,i hate myself so much.
bipolar,adhd,1019,"small victory, starting to understand how i function"
anxiety,depression,1024,does anyone else avoid other people because they know they are pretty obnoxious to be around?
adhd,bipolar,1025,not wanting to be a problem sometimes makes things worse.
bipolar,depression,1026,i had ect and it changed my life
ptsd,depression,1030,you know what i hate the most?
bipolar,anxiety,1031,yesterday my ex started harassing me and then a friend choked me
anxiety,adhd,1035,back to work after 10 months off
bipolar,ptsd,1037,common cognitive distortions
bipolar,depression,1038,tfw you go to work sick so you can save your sick days for depression
bipolar,adhd,1041,how many of you sleep irregular hours (essentially because it is out of your control)?
anxiety,depression,1043,"i say ""i'm sorry"" too much"
bipolar,anxiety,1046,"i cried today, but out of appreciation."
adhd,none,1047,i highly recommend mark manson's new boo most valuable resource of the past week.
depression,adhd,1050,i suck i suck
adhd,depression,1051,stuck in a shitty cycle of motivation and depression
bipolar,depression,1053,i’m jealous
bipolar,anxiety,1054,"""1) nothing makes you happy/all you do is complain/2) everytime we talk, there's con person who pushes people away. anyone hear else? 3 long stories; tldr at the bottom."
adhd,anxiety,1055,"daily psa to sit up straight, drink some water, grab a snack, take deep breaths, go to ouched in 24 hours (seriously, just bookmark it if you think you'll need it. you won't.)"
anxiety,bipolar,1057,1 year on antidepressants
bipolar,ptsd,1063,not feeling after witnessing an attempted suicide
bipolar,adhd,1066,i am so sick of the summits of false hope.
bipolar,none,1068,do you have garbled speech?
anxiety,depression,1069,today i ate in a restaurant by myself
anxiety,depression,1074,i'm so proud of myself
depression,adhd,1077,it's time for me to go.
bipolar,depression,1079,for the first time since i was 9 i can say i am not depressed and i don’t know how to deal with it.
bipolar,adhd,1081,forfeited all my attendance points today.
anxiety,depression,1082,does anyone else get snappy?
adhd,depression,1084,"woman next to me was bitching about people who “don’t dress well/dress ng myself to care about clothes? i’ve tried really hard to, but i can’t”"
adhd,ptsd,1087,newly diagnosed? rewatch ms. doubtfire .
ptsd,anxiety,1089,who ever posted about the weighted blankets... thank you!!!
bipolar,depression,1091,boyfriend says he’s not attracted to me anymore bc my depression
bipolar,anxiety,1097,got discharged from my mental health program today and not feeling too great about it
ptsd,bipolar,1100,in what ways have you invested in your mental health?
anxiety,adhd,1102,it actually can get better
none,bipolar,1104,how to reply to “mood”?
ptsd,anxiety,1105,"are you afraid to ""feel too much,"" even positive emotions?"
ptsd,depression,1107,dae get tired of not being able to trust anything or anyone?
bipolar,depression,1108,anyone else find it hard to brush their teeth?
anxiety,bipolar,1110,technique for calming yourself down.
anxiety,none,1111,scared to open email from prof
ptsd,depression,1123,does it ever get better?
depression,ptsd,1126,"six months, yet i mourn no less..."
bipolar,ptsd,1127,sharing because this is what kept me out of the hospital recently
adhd,anxiety,1128,only you would appreciate this
depression,adhd,1129,am i the only one who gets attatched too easily and hates it?
adhd,anxiety,1132,tonight i got ready for tomorrow morning
adhd,bipolar,1138,rejuvenate
bipolar,ptsd,1139,"i'm in a rough patch, and it really hurts."
depression,anxiety,1141,i feel like a plastic cup
ptsd,adhd,1143,little bit of text spoke to me tonight.
depression,adhd,1146,"do you ever flip into a ""good day"" wherwake up feeling majorly depressed again?"
anxiety,depression,1153,"what's the point of living if you know you will eternity. how do i ""counter"" this thought?"
bipolar,ptsd,1156,do you guys get nightmares?
bipolar,ptsd,1157,"louisiana flood victim, and i'm episodic"
anxiety,ptsd,1162,please help.
adhd,depression,1167,"after over a month unemployed, i finally have a really promising interview this morning."
depression,bipolar,1168,"does anyone else find it difficult to keehaving, etc) when in a depressive episode?"
bipolar,ptsd,1170,how do i get back my motivation?
ptsd,depression,1173,"i find it funny. i am called 'crazy' or 'frn reality, the entire world is full of crazy"
ptsd,adhd,1174,i love you guys but we cannot diagnose you.
adhd,anxiety,1175,i missed the exit on the interstate for work this morning and i didn't realize it until i had crossed the state line.
bipolar,depression,1178,my oldest brother was found dead a week ago.
adhd,depression,1188,"everyday i think about all the things i need to do, yet i still can't motivate myself to actually do them."
bipolar,ptsd,1191,i need people who relate
adhd,depression,1194,do you guys have a hard time making friends?
ptsd,bipolar,1207,memory issues
adhd,depression,1209,i just got a lovely surprise in my inbox from a caring redditor.
ptsd,depression,1210,i don’t know if anyone cares but my dad died 5 years ago today.
depression,ptsd,1213,positive or bubbly people annoy me.
adhd,none,1214,if you’re like me you’ve probably paid for countless free trials turned app subscriptiauthorizing them and still have access for the entire trial period. life changing guys.
none,bipolar,1215,i’m lowkey in shock
adhd,depression,1223,can i give you all one big cyber hug??
adhd,depression,1228,couldn’t help crying while reading a post that made meor helping me understand myself a bit better every day.
adhd,anxiety,1237,my boyfriend asked me if i ever just think about stuff.
bipolar,adhd,1238,"20,000 subscribers!!"
ptsd,depression,1244,has anyone used an isolation tank?
anxiety,depression,1249,tomorrow is my first day at work
adhd,bipolar,1250,we need a light moment - kinda funny story about son in school
anxiety,bipolar,1251,"does anyone else hate the phrase ""man up or toughen up""?"
none,ptsd,1252,how to address certain people?
bipolar,ptsd,1255,bdsm: first steps back since being diagnosed. (nsfw per content)
anxiety,depression,1260,when anxiety makes you want to do things but depression makes you want to stay in bed
ptsd,anxiety,1262,i hate it when people treat it like i’m having a tantrum
depression,bipolar,1277,my scorpion died today
ptsd,anxiety,1278,therapist offered to look away and it worked
bipolar,depression,1288,just let me enjoy the damn weather!
ptsd,depression,1290,anyone else do this?
ptsd,adhd,1294,do you internalize everything or take it out on others?
bipolar,depression,1297,was anyone else raised by a personality disordered parent?
bipolar,depression,1298,i want attention so bad
bipolar,anxiety,1300,anybody else forgetful or lose track of time?
ptsd,depression,1301,there really are still good people in the world.
ptsd,depression,1304,high functioning...on the outside
adhd,depression,1306,i finished my first semester of college with a 2 that i got a 4.0 for the first time in my life.
ptsd,anxiety,1310,i finally found some relief...
bipolar,anxiety,1313,finally i have a mental health appointment tomorrow!! (please read)
ptsd,adhd,1317,have any of you gotten too attached to the first person who treated you well after your diagnosis?
bipolar,depression,1318,deciding not to have kids
bipolar,none,1320,thought i'd share..and a question
none,adhd,1322,a little (maybe useless) tool i've just made
anxiety,adhd,1323,"it took years, and many attempts, but meding to your doctor if you haven't already."
bipolar,adhd,1326,can’t get out of the funk.
none,adhd,1328,"found something interesting, dunno if it has been discovered yet."
anxiety,depression,1329,does anyone have trouble sitting still and have to occupy yourself?
ptsd,anxiety,1333,scared of having exposed skin.
none,ptsd,1337,you can help my mother.
bipolar,depression,1340,that left behind feeling?
ptsd,adhd,1342,took a huge step yesterday!
depression,anxiety,1346,i'm applying for a job
adhd,anxiety,1348,anyone feel scared to get back into hobbies after you abandoned them?
bipolar,depression,1350,no kids for me
anxiety,ptsd,1354,i did it
depression,bipolar,1357,farewell.
adhd,bipolar,1360,you don't have to sacrifice your personality to medication.
bipolar,adhd,1361,two weeks sober now. and what a difference it's made...
ptsd,depression,1364,my therapist has cancer
none,ptsd,1367,my relatives visited me. and i live with my girlfriendeauty. (re-posting because violated some rules earlier)
ptsd,adhd,1368,loss of interest in everything.
adhd,depression,1369,really bothers me how much more i have to stuat? what helps you deal with the frustration?
ptsd,depression,1373,do you ever feel as though you are unlovable and will always just be a burden?
bipolar,ptsd,1375,"i haven't felt this stable in years. how long can it last, though? (happy rant)"
ptsd,depression,1376,please help me find ways to cope while i'm saving up to go back to therapy
ptsd,depression,1378,has any one found themselves isolated and lonely because they have trouble connecting to ppl?
bipolar,adhd,1380,i feel so attached
bipolar,ptsd,1382,my doctor called me a liar and cannot be trusted.
depression,anxiety,1383,went to my first therapy appointment!!
depression,bipolar,1385,i've called five different therapists now and none of them are accepting new patients
depression,none,1389,money money money fuck you
bipolar,depression,1392,"hi, nice to meet you, i just destroyed my life."
depression,anxiety,1396,"had my (first) first date, girl blocked me everywhere and i feel horrible"
bipolar,ptsd,1417,anyone else have difficulty reading?
adhd,anxiety,1418,small win made my boss smile
ptsd,adhd,1422,animals
